r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
am | name,"PEACE, doubting Heart — my GOD's I am! ",o3900-l17760," The LORD hath call'd me by my Name,",o3900-l17770,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1000
face | grace," Thee behold with open Face,",o3900-l25740," Triumph in thy Saving Grace,",o3900-l25745,/eɪs/ | /eɪs/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
grace | face," Triumph in thy Saving Grace,",o3900-l25745," Thee behold with open Face,",o3900-l25740,/eɪs/ | /eɪs/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
prove | love," Thy great Will delight to prove,",o3900-l25750, Glory in thy perfect Love. ,o3900-l25755,/uːv/ | /ʌv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
love | prove, Glory in thy perfect Love. ,o3900-l25755," Thy great Will delight to prove,",o3900-l25750,/ʌv/ | /uːv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
peace | his,"Since the Son hath bought my Peace,",o3900-l25760," Mine Thou art, as I am His:",o3900-l25765,/iːs/ | /ɪz/,half-pararhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
his | peace," Mine Thou art, as I am His:",o3900-l25765,"Since the Son hath bought my Peace,",o3900-l25760,/ɪz/ | /iːs/,half-pararhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
see | me," Mine the Comforter I see,",o3900-l25770, CHRIST is full of Grace for me:,o3900-l25775,/iː/ | /iː/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
me | see, CHRIST is full of Grace for me:,o3900-l25775," Mine the Comforter I see,",o3900-l25770,/iː/ | /iː/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
blood | god, Mine (the Purchase of his Blood),o3900-l25780, All the Plenitude of GOD. ,o3900-l25785,/ʌd/ | /ɒd/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
god | blood, All the Plenitude of GOD. ,o3900-l25785, Mine (the Purchase of his Blood),o3900-l25780,/ɒd/ | /ʌd/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
child | reconciled,"Abba, Father! hear thy Child",o3900-l25790, Late in JESUS reconcil'd! ,o3900-l25795,/aɪld/ | /eknsaɪld/,half-vowelrhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
reconciled | child, Late in JESUS reconcil'd! ,o3900-l25795,"Abba, Father! hear thy Child",o3900-l25790,/eknsaɪld/ | /aɪld/,half-vowelrhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
shower | power,"Hear, and all the Graces shower,",o3900-l25800," All the Joy, and Peace, and Pow'r,",o3900-l25805,/aʊə/ | /aʊə/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
power | shower," All the Joy, and Peace, and Pow'r,",o3900-l25805,"Hear, and all the Graces shower,",o3900-l25800,/aʊə/ | /aʊə/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
above | love," All my Saviour asks above,",o3900-l25810, All the Life and Heaven of Love. ,o3900-l25815,/ʌv/ | /ʌv/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
love | above, All the Life and Heaven of Love. ,o3900-l25815," All my Saviour asks above,",o3900-l25810,/ʌv/ | /ʌv/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
go | bestow,"LORD, I will not let Thee go,",o3900-l25820, Till THE BLESSING Thou bestow:,o3900-l25825,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
bestow | go, Till THE BLESSING Thou bestow:,o3900-l25825,"LORD, I will not let Thee go,",o3900-l25820,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
divine | join, Hear my Advocate Divine;,o3900-l25830, Lo! to His my Suit I join:,o3900-l25835,/aɪn/ | /ɔɪn/,half-pararhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
join | divine, Lo! to His my Suit I join:,o3900-l25835, Hear my Advocate Divine;,o3900-l25830,/ɔɪn/ | /aɪn/,half-pararhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
fail | prevail, Join'd to His it cannot fail —,o3900-l25840," Bless me, for I Will prevail! ",o3900-l25845,/eɪl/ | /eɪl/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
prevail | fail," Bless me, for I Will prevail! ",o3900-l25845, Join'd to His it cannot fail —,o3900-l25840,/eɪl/ | /eɪl/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
throne | down,"Stoop from thy Eternal Throne,",o3900-l25850," See, thy Promise calls Thee down! ",o3900-l25855,/əʊn/ | /aʊn/,half-pararhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
down | throne," See, thy Promise calls Thee down! ",o3900-l25855,"Stoop from thy Eternal Throne,",o3900-l25850,/aʊn/ | /əʊn/,half-pararhyme,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
art | heart,"High and lofty as Thou art,",o3900-l25860, Dwell within my worthless Heart! ,o3900-l25865,/ɑːt/ | /ɑːt/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
heart | art, Dwell within my worthless Heart! ,o3900-l25865,"High and lofty as Thou art,",o3900-l25860,/ɑːt/ | /ɑːt/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
revive | live,"Hear, a fainting Soul revive;",o3900-l25870, Here for ever walk and live. ,o3900-l25875,/aɪv/ | /ɪv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
live | revive, Here for ever walk and live. ,o3900-l25875,"Hear, a fainting Soul revive;",o3900-l25870,/ɪv/ | /aɪv/,half-pararhyme,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
divine | thine,"Heavenly Adam, Life Divine,",o3900-l25880, Change my Nature into Thine:,o3900-l25885,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
thine | divine, Change my Nature into Thine:,o3900-l25885,"Heavenly Adam, Life Divine,",o3900-l25880,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
soul | whole," Move and spread throughout my Soul,",o3900-l25890, Actuate and fill the whole:,o3900-l25895,/əʊl/ | /əʊl/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
whole | soul, Actuate and fill the whole:,o3900-l25895," Move and spread throughout my Soul,",o3900-l25890,/əʊl/ | /əʊl/,full,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
now | thou," Be it I no longer now,",o3900-l25900," Living in the Flesh, but Thou. ",o3900-l25905,/aʊ/ | /aʊ/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
thou | now," Living in the Flesh, but Thou. ",o3900-l25905," Be it I no longer now,",o3900-l25900,/aʊ/ | /aʊ/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
delay | stay,"HOLY GHOST, no more delay,",o3900-l25910," Come, and in thy Temple stay;",o3900-l25915,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
stay | delay," Come, and in thy Temple stay;",o3900-l25915,"HOLY GHOST, no more delay,",o3900-l25910,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bbcc,pers00309,o3900-w1380
bear | clear, Now thy Inward Witness bear,o3900-l25920," Strong and permanent, and clear;",o3900-l25925,/eə/ | /ɪə/,half-pararhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
clear | bear," Strong and permanent, and clear;",o3900-l25925, Now thy Inward Witness bear,o3900-l25920,/ɪə/ | /eə/,half-pararhyme,aa<b>b</b><b>b</b>cc,pers00309,o3900-w1380
impart | heart," Spring of Life, Thyself impart,",o3900-l25930, Rise Eternal in my Heart! ,o3900-l25935,/ɑːt/ | /ɑːt/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
heart | impart, Rise Eternal in my Heart! ,o3900-l25935," Spring of Life, Thyself impart,",o3900-l25930,/ɑːt/ | /ɑːt/,full,aabb<b>c</b><b>c</b>,pers00309,o3900-w1380
rise | eyes,"HAIL the Day that sees Him rise,",o3900-l24840, Ravish'd from our wishful Eyes;,o3900-l24845,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
eyes | rise, Ravish'd from our wishful Eyes;,o3900-l24845,"HAIL the Day that sees Him rise,",o3900-l24840,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
given | heaven," CHRIST awhile to Mortals giv'n,",o3900-l24850, Re-ascends his native Heav'n! ,o3900-l24855,/ɪvn/ | /evn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
heaven | given, Re-ascends his native Heav'n! ,o3900-l24855," CHRIST awhile to Mortals giv'n,",o3900-l24850,/evn/ | /ɪvn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
waits | gates,"There the pompous Triumph waits,",o3900-l24860," ""Lift your Heads, Eternal Gates,",o3900-l24865,/eɪts/ | /eɪts/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
gates | waits," ""Lift your Heads, Eternal Gates,",o3900-l24865,"There the pompous Triumph waits,",o3900-l24860,/eɪts/ | /eɪts/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
scene | in,""" Wide unfold the radiant Scene,",o3900-l24870," ""Take the King of Glory in! ",o3900-l24875,/iːn/ | /ɪn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
in | scene," ""Take the King of Glory in! ",o3900-l24875,""" Wide unfold the radiant Scene,",o3900-l24870,/ɪn/ | /iːn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
powers | ours,"Circled round with Angel Powers,",o3900-l24880," Their Triumphant LORD, and ours,",o3900-l24885,/aʊəz/ | /æəz/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
ours | powers," Their Triumphant LORD, and ours,",o3900-l24885,"Circled round with Angel Powers,",o3900-l24880,/æəz/ | /aʊəz/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
sin | in," Conqueror over Death and Sin,",o3900-l24890, Take the King of Glory in! ,o3900-l24895,/ɪn/ | /ɪn/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
in | sin, Take the King of Glory in! ,o3900-l24895," Conqueror over Death and Sin,",o3900-l24890,/ɪn/ | /ɪn/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
receives | leaves,"Him tho' highest Heaven receives,",o3900-l24900, Still he loves the Earth he leaves;,o3900-l24905,/iːvz/ | /iːvz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
leaves | receives, Still he loves the Earth he leaves;,o3900-l24905,"Him tho' highest Heaven receives,",o3900-l24900,/iːvz/ | /iːvz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
throne | own," Tho' returning to his Throne,",o3900-l24910, Still he calls Mankind his own. ,o3900-l24915,/əʊn/ | /əʊn/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
own | throne, Still he calls Mankind his own. ,o3900-l24915," Tho' returning to his Throne,",o3900-l24910,/əʊn/ | /əʊn/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
above | love,See! He lifts his Hands above! ,o3900-l24920,See! He shews the Prints of Love! ,o3900-l24925,/ʌv/ | /ʌv/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
love | above,See! He shews the Prints of Love! ,o3900-l24925,See! He lifts his Hands above! ,o3900-l24920,/ʌv/ | /ʌv/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
bestow | below,Hark! His gracious Lips bestow,o3900-l24930, Blessings on his Church below! ,o3900-l24935,/əʊ/ | /əʊ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
below | bestow, Blessings on his Church below! ,o3900-l24935,Hark! His gracious Lips bestow,o3900-l24930,/əʊ/ | /əʊ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
pleads | intercedes,Still for us his Death he pleads;,o3900-l24940," Prevalent, He intercedes;",o3900-l24945,/iːdz/ | /iːdz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
intercedes | pleads," Prevalent, He intercedes;",o3900-l24945,Still for us his Death he pleads;,o3900-l24940,/iːdz/ | /iːdz/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
place | race," Near Himself prepares our Place,",o3900-l24950, Harbinger of human Race. ,o3900-l24955,/eɪs/ | /eɪs/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
race | place, Harbinger of human Race. ,o3900-l24955," Near Himself prepares our Place,",o3900-l24950,/eɪs/ | /eɪs/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
say | today,"Master, (will we ever say)",o3900-l24960, Taken from our Head To-day;,o3900-l24965,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
today | say, Taken from our Head To-day;,o3900-l24965,"Master, (will we ever say)",o3900-l24960,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
see | thee," See thy faithful Servants, see! ",o3900-l24970,Ever gazing up to Thee. ,o3900-l24975,/iː/ | /iː/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
thee | see,Ever gazing up to Thee. ,o3900-l24975," See thy faithful Servants, see! ",o3900-l24970,/iː/ | /iː/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
sight | height,"Grant, tho' parted from our Sight,",o3900-l24980," High above yon azure Height,",o3900-l24985,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
height | sight," High above yon azure Height,",o3900-l24985,"Grant, tho' parted from our Sight,",o3900-l24980,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
rise | skies," Grant our Hearts may thither rise,",o3900-l24990, Following Thee beyond the Skies. ,o3900-l24995,/aɪz/ | /aɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
skies | rise, Following Thee beyond the Skies. ,o3900-l24995," Grant our Hearts may thither rise,",o3900-l24990,/aɪz/ | /aɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
move | love,"Ever upward let us move,",o3900-l25000," Wafted on the Wings of Love,",o3900-l25005,/uːv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
love | move," Wafted on the Wings of Love,",o3900-l25005,"Ever upward let us move,",o3900-l25000,/ʌv/ | /uːv/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
come | home," Looking when our LORD shall come,",o3900-l25010," Longing, gasping after Home. ",o3900-l25015,/ʌm/ | /əʊm/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
home | come," Longing, gasping after Home. ",o3900-l25015," Looking when our LORD shall come,",o3900-l25010,/əʊm/ | /ʌm/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
remain | reign,"There we shall with Thee remain,",o3900-l25020," Partners of thy endless Reign,",o3900-l25025,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
reign | remain," Partners of thy endless Reign,",o3900-l25025,"There we shall with Thee remain,",o3900-l25020,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1320
see | thee," There thy Face unclouded see,",o3900-l25030, Find our Heav'n of Heav'ns in Thee! ,o3900-l25035,/iː/ | /iː/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
thee | see, Find our Heav'n of Heav'ns in Thee! ,o3900-l25035," There thy Face unclouded see,",o3900-l25030,/iː/ | /iː/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1320
powers | ours,"LORD and GOD of Heav'nly Pow'rs,",o3900-l14990," Theirs — yet Oh! benignly Ours,",o3900-l14995,/aʊəz/ | /æəz/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0830
ours | powers," Theirs — yet Oh! benignly Ours,",o3900-l14995,"LORD and GOD of Heav'nly Pow'rs,",o3900-l14990,/æəz/ | /aʊəz/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0830
proclaim | name," Glorious King, let Earth proclaim,",o3900-l15000, Worms attempt to chant thy Name. ,o3900-l15005,/eɪm/ | /eɪm/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0830
name | proclaim, Worms attempt to chant thy Name. ,o3900-l15005," Glorious King, let Earth proclaim,",o3900-l15000,/eɪm/ | /eɪm/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0830
divine | join,Thee to laud in Songs Divine,o3900-l15010, Angels and Archangels join;,o3900-l15015,/aɪn/ | /ɔɪn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0830
join | divine, Angels and Archangels join;,o3900-l15015,Thee to laud in Songs Divine,o3900-l15010,/ɔɪn/ | /aɪn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0830
raise | praise," We with Them our Voices raise,",o3900-l15020, Echoing thy Eternal Praise:,o3900-l15025,/eɪz/ | /eɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0830
praise | raise, Echoing thy Eternal Praise:,o3900-l15025," We with Them our Voices raise,",o3900-l15020,/eɪz/ | /eɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0830
lord | adored,"Holy, Holy, Holy Lord,",o3900-l15030, Live by Heav'n and Earth ador'd! ,o3900-l15035,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w0830
adored | lord, Live by Heav'n and Earth ador'd! ,o3900-l15035,"Holy, Holy, Holy Lord,",o3900-l15030,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w0830
cry | high,"Full of Thee, they ever cry",o3900-l15040, Glory be to GOD most High! ,o3900-l15045,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0830
high | cry, Glory be to GOD most High! ,o3900-l15045,"Full of Thee, they ever cry",o3900-l15040,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0830
above | love,"JESU! my great High-priest above,",o3900-l11525, My Friend before the Throne of Love! ,o3900-l11530,/ʌv/ | /ʌv/,full,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
love | above, My Friend before the Throne of Love! ,o3900-l11530,"JESU! my great High-priest above,",o3900-l11525,/ʌv/ | /ʌv/,full,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
prayer | there,"If now for Me prevails thy Prayer,",o3900-l11535, If now I find Thee pleading there;,o3900-l11540,/eɪə/ | /eə/,half-pararhyme,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
there | prayer, If now I find Thee pleading there;,o3900-l11540,"If now for Me prevails thy Prayer,",o3900-l11535,/eə/ | /eɪə/,half-pararhyme,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
convey | pray," If Thou the Secret Wish convey,",o3900-l11545," And sweetly prompt my Heart to pray,",o3900-l11550,/eɪ/ | /eɪ/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
pray | convey," And sweetly prompt my Heart to pray,",o3900-l11550," If Thou the Secret Wish convey,",o3900-l11545,/eɪ/ | /eɪ/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
join | thine," Hear; and my weak Petitions join,",o3900-l11555," Almighty Advocate, to Thine! ",o3900-l11560,/ɔɪn/ | /aɪn/,half-pararhyme,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
thine | join," Almighty Advocate, to Thine! ",o3900-l11560," Hear; and my weak Petitions join,",o3900-l11555,/aɪn/ | /ɔɪn/,half-pararhyme,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
ill | feel,"Fain would I know my utmost Ill,",o3900-l11565," And groan my Nature's Weight to feel,",o3900-l11570,/ɪl/ | /iːl/,half-pararhyme,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
feel | ill," And groan my Nature's Weight to feel,",o3900-l11570,"Fain would I know my utmost Ill,",o3900-l11565,/iːl/ | /ɪl/,half-pararhyme,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
roll | soul," To feel the Clouds that round me roll,",o3900-l11575, The Night that hangs upon my Soul. ,o3900-l11580,/əʊl/ | /əʊl/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
soul | roll, The Night that hangs upon my Soul. ,o3900-l11580," To feel the Clouds that round me roll,",o3900-l11575,/əʊl/ | /əʊl/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
mind | blind,"The Darkness of my Carnal Mind,",o3900-l11585," My Will perverse, my Passions blind,",o3900-l11590,/aɪnd/ | /aɪnd/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
blind | mind," My Will perverse, my Passions blind,",o3900-l11590,"The Darkness of my Carnal Mind,",o3900-l11585,/aɪnd/ | /aɪnd/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
abroad | god," Scatter'd o'er all the Earth abroad,",o3900-l11595, Immeasurably far from GOD. ,o3900-l11600,/ɔːd/ | /ɒd/,half-pararhyme,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
god | abroad, Immeasurably far from GOD. ,o3900-l11600," Scatter'd o'er all the Earth abroad,",o3900-l11595,/ɒd/ | /ɔːd/,half-pararhyme,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
obtain | gain,"JESU! my Heart's Desire obtain,",o3900-l11605," My Earnest Suit present and gain,",o3900-l11610,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
gain | obtain," My Earnest Suit present and gain,",o3900-l11610,"JESU! my Heart's Desire obtain,",o3900-l11605,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
show | bestow," My Fulness of Corruption show,",o3900-l11615, The Knowledge of Myself bestow;,o3900-l11620,/əʊ/ | /əʊ/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
bestow | show, The Knowledge of Myself bestow;,o3900-l11620," My Fulness of Corruption show,",o3900-l11615,/əʊ/ | /əʊ/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
sin | within," A deeper Displicence at Sin,",o3900-l11625," A sharper Sense of Hell within,",o3900-l11630,/ɪn/ | /ɪn/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
within | sin," A sharper Sense of Hell within,",o3900-l11630," A deeper Displicence at Sin,",o3900-l11625,/ɪn/ | /ɪn/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
free | thee," A stronger Struggling to get free,",o3900-l11635, A keener Appetite for Thee. ,o3900-l11640,/iː/ | /iː/,full,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
thee | free, A keener Appetite for Thee. ,o3900-l11640," A stronger Struggling to get free,",o3900-l11635,/iː/ | /iː/,full,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
pants | faints,"For Thee my Spirit often pants,",o3900-l11645," Yet often in pursuing faints,",o3900-l11650,/ænts/ | /eɪnts/,half-pararhyme,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
faints | pants," Yet often in pursuing faints,",o3900-l11650,"For Thee my Spirit often pants,",o3900-l11645,/eɪnts/ | /ænts/,half-pararhyme,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
aspire | fire," Drooping it soon neglects t' aspire,",o3900-l11655, To fan the ever-dying Fire:,o3900-l11660,/æə/ | /æə/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
fire | aspire, To fan the ever-dying Fire:,o3900-l11660," Drooping it soon neglects t' aspire,",o3900-l11655,/æə/ | /æə/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
seen | between," No more thy Glory's Skirts are seen,",o3900-l11665," The World, the Creature steals between;",o3900-l11670,/iːn/ | /iːn/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
between | seen," The World, the Creature steals between;",o3900-l11670," No more thy Glory's Skirts are seen,",o3900-l11665,/iːn/ | /iːn/,full,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
move | love," Heavenward no more my Wishes move,",o3900-l11675, And I forget that Thou art Love. ,o3900-l11680,/uːv/ | /ʌv/,half-pararhyme,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
love | move, And I forget that Thou art Love. ,o3900-l11680," Heavenward no more my Wishes move,",o3900-l11675,/ʌv/ | /uːv/,half-pararhyme,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
cry | die,"O Sovereign Love, to Thee I cry,",o3900-l11685," Give me Thyself, or else I die. ",o3900-l11690,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
die | cry," Give me Thyself, or else I die. ",o3900-l11690,"O Sovereign Love, to Thee I cry,",o3900-l11685,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>bbccdd,pers00309,o3900-w0630
free | thee,"Save me from Death, from Hell set free,",o3900-l11695," Death, Hell, are but the Want of Thee. ",o3900-l11700,/iː/ | /iː/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
thee | free," Death, Hell, are but the Want of Thee. ",o3900-l11700,"Save me from Death, from Hell set free,",o3900-l11695,/iː/ | /iː/,full,aa<b>b</b><b>b</b>ccdd,pers00309,o3900-w0630
flame | am,"Quickned by thy imparted Flame,",o3900-l11705," Sav'd, when possest of Thee, I am;",o3900-l11710,/eɪm/ | /æm/,half-pararhyme,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
am | flame," Sav'd, when possest of Thee, I am;",o3900-l11710,"Quickned by thy imparted Flame,",o3900-l11705,/æm/ | /eɪm/,half-pararhyme,aabb<b>c</b><b>c</b>dd,pers00309,o3900-w0630
art | heart," My Life, my only Heav'n Thou art:",o3900-l11715, And lo! I feel Thee in my Heart! ,o3900-l11720,/ɑːt/ | /ɑːt/,full,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
heart | art, And lo! I feel Thee in my Heart! ,o3900-l11720," My Life, my only Heav'n Thou art:",o3900-l11715,/ɑːt/ | /ɑːt/,full,aabbcc<b>d</b><b>d</b>,pers00309,o3900-w0630
day | say," ""CHRIST the LORD is ris'n to Day,""",o3900-l24620," Sons of Men and Angels say,",o3900-l24625,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
say | day," Sons of Men and Angels say,",o3900-l24625," ""CHRIST the LORD is ris'n to Day,""",o3900-l24620,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
high | reply," Raise your Joys and Triumphs high,",o3900-l24630," Sing ye Heav'ns, and Earth reply. ",o3900-l24635,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
reply | high," Sing ye Heav'ns, and Earth reply. ",o3900-l24635," Raise your Joys and Triumphs high,",o3900-l24630,/aɪ/ | /aɪ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
done | won,"Love's Redeeming Work is done,",o3900-l24640," Fought the Fight, the Battle won,",o3900-l24645,/ʌn/ | /ʌn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
