poem_id,aut_id,foottype,footnums,stanza,spos,syllab,form,met,rhyme,nlines
glb19-w0710,pers00352,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,36
o4987-w0150,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,abbaabbacdecde,14
o5156-w0320,pers00037,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,48
pco62-w0040,pers00293,iamb,tetrameter,couplet,pair,8,dialogue,-+|-+|-+|-+/,aa,176
o5157-w0043,pers00047,iamb,pentameter,,,10,blankverse|inscription,-+|-+|-+|-+|-+/,,21
pma99-w0090,pers00306,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,allegory,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,28
o5153-w0100,pers00030,iamb,tetrameter,quatrain,pair,8.8.8.8,song,-+|-+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+|-+/,aabb,20
n22cs-w0420,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
bed98-w0620,pers00340,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,34
pma99-w0400,pers00306,iamb,pentameter|trimeter,quatrain,cross,10.6.10.6,occasional,-+|-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+/,abab,4
o5153-w0590,pers00040,iamb,pentameter|trimeter,,,,elegy,irregular,irregular,137
bah18-w0120,pers00281,iamb,tetrameter,sestarima|sestet,,8.8.8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,18
pba35-w0470,pers00087,iamb,tetrameter,couplet,pair,8,epistle,-+|-+|-+|-+/,aa,58
o4985-w0330,pers00058,iamb,tetrameter|pentameter|hexameter,,,,ode,irregular,irregular,100
pmt18-w0120,pers00320,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddcefefef,14
oat77-w0530,pers00344,iamb,tetrameter,,,,,irregular,,25
bao18-w0310,pers00279,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
bjl92-w0300,pers00338,iamb,pentameter,couplet,pair,10,epistle,-+|-+|-+|-+|-+/,aa,56
o5157-w0840,pers00079,iamb,pentameter|tetrameter,quatrain,cross,10.8.10.8,,-+|-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+/,abab,24
cbu86-w0020,pers00307,iamb,tetrameter|dimeter,sestet,tail,8.8.8.4.8.4,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+|-+|-+/ -+|-+/,aaabab,126
pmp18-w0870,pers00314,iamb,tetrameter,quintet,tail,8.8.8.8.6,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabab,15
bsb18-w0510,pers00280,iamb,tetrameter,quatrain,cross,8.8.8.8,song|refrain,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+|-+/,abab,36
o5156-w1239,pers00108,iamb,pentameter,quatrain,pair,10.10.10.10,epigram|imitation|translation|paraphrase,-+|-+|-+|-+|-+/           -+|-+|-+|-+|-+/           -+|-+|-+|-+|-+/           -+|-+|-+|-+|-+/,aabb,4
pba35-w1300,pers00087,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,10
o3555-w0300,pers00149,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,24
oar96-w0490,pers00265,iamb,pentameter,couplet,pair,10,heroiccouplet|answer,-+|-+|-+|-+|-+/,aa,44
bjb18-w0620,pers00287,iamb,tetrameter|trimeter,octet,cross,8.6.8.6.8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababcdcd,24
glb19-w0170,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
o4987-w0730,pers00025,iamb,pentameter,couplet,,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,14
bsb18-w0180,pers00280,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,102
pro75-w0280,pers00271,iamb,tetrameter,quatrain,cross,8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,48
o3794-w0210,pers00269,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,eulogy,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,16
pmp18-w0080,pers00314,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,22
tgaen-wcona,pers00039,trochee,tetrameter,ten-line,pair,7.7.7.7.7.7.7.7.7.7,,+-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/,aabbccddee,10
bhw18-w0100,pers00276,iamb,tetrameter,,,8,ode,-+|-+|-+|-+/,irregular,201
o5155-w0020,pers00039,iamb,tetrameter|hexameter,octet,,8.8.8.8.8.8.8.12,milton|spenser|ode,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+|-+|-+/,ababccdd,48
peh89-w0110,pers00324,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral,-+|-+|-+|-+|-+/,aa,36
o5152-w0290,pers00032,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,281
pse03-w0100,pers00272,iamb,hexameter|pentameter|tetrameter|trimeter,,,,ode,irregular,aa,77
par19-w0320,pers00351,iamb,pentameter,,,10,sonnet|address,-+|-+|-+|-+|-+/,abbaabbacddcee,14
pmp18-w0410,pers00314,anapaest,tetrameter,quatrain,cross,12.12.12.12,ode,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,abab,28
o4672-w0520,pers00292,iamb,tetrameter|trimeter|pentameter,,,,address|ode,irregular,irregular,28
o5157-w0420,pers00089,iamb,pentameter|tetrameter,,cross,,ode,,abab,44
bhw18-w0590,pers00276,iamb,pentameter,couplet,pair,10,heroiccouplet|paraphrase,-+|-+|-+|-+|-+/,aa,18
pcm93-w0080,pers00313,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,narrative,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,80
glb19-w0980,pers00352,iamb,tetrameter,,cinquain,8.6.8.8.6,,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abaab,379
pjo50-w0280,pers00273,iamb,pentameter,couplet,pair,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,56
pba35-w0810,pers00087,iamb,tetrameter,couplet,,8,panegyric,-+|-+|-+|-+/,aa,10
pcc86-w0290,pers00323,iamb,pentameter,couplet,pair,10,satire,-+|-+|-+|-+|-+/,aa,28
oau90-w0310,pers00350,iamb,pentameter,couplet,pair,10,epilogue,-+|-+|-+|-+|-+/,aa,16
o4741-w0410,pers00091,iamb,pentameter,couplet,pair,10,heroiccouplet|paraphrase,-+|-+|-+|-+|-+/,aa,6
o4986-w0030,pers00237,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,204
o5089-w0140,pers00180,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,ballad,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,96
o3682-w0010,pers00012,iamb,pentameter|tetrameter,couplet,pair,8.10,ode|imitation|translation,-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aa,48
o4984-w0430,pers00051,iamb,pentameter,couplet,pair,10,elegy|heroiccouplet,-+|-+|-+|-+|-+/,aa,128
pik94-w0120,pers00327,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,18
o4741-w0080,pers00091,iamb,tetrameter|pentameter,couplet,pair,,topical,irregular,aa,46
o4784-w0050,pers00268,iamb,tetrameter|trimeter,quintet,tail,8.6.8.8.6,pastoral,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abaab,40
cbu86-w0420,pers00307,iamb,tetrameter,quatrain,pair,8.8.8.8,epitaph,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,4
bsb18-w0110,pers00280,anapaest,tetrameter,quatrain,cross,12.12.12.12,occasional,-+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/,abab,24
bah18-w0520,pers00281,iamb,tetrameter|pentameter,sestet|sestarima,,8.8.8.8.9.9,song|refrain,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+|-/,ababcc,12
sap09-w0050,pers00302,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral,-+|-+|-+|-+|-+/,aa,118
pba35-w0070,pers00087,iamb,tetrameter,couplet,pair,8,satire,-+|-+|-+|-+/,aa,42
o5454-w0160,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,20
oat77-w0130,pers00344,iamb,,octet,,,,irregular,ababccac,8
oar96-w0400,pers00265,iamb,pentameter,quatrain,pair,10.10.10.10,answer,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,4
o4106-w0150,pers00294,iamb,tetrameter,couplet,pair,8,allegory,-+|-+|-+|-+/,aa,100
o4987-w0330,pers00179,anapaest,trimeter,octet,cross,9.9.9.9.9.9.9.9,ballad|lament,--+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/ --+|--+|--+/,ababcdcd,56
bsb18-w0580,pers00280;pers00283,iamb,tetrameter,octet,intermittent,8.8.8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+/,xaxaxbxb,56
o3900-w0740,pers00310,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn|translation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,32
o5155-w0840,pers00138,iamb,tetrameter|trimeter,quatrain,cross,7.6.7.6,song,-+|-+|-+|-/          -+|-+|-+/         -+|-+|-+|-/          -+|-+|-+/,abab,16
bjb18-w0220,pers00287,iamb,pentameter,,,10,prospect,-+|-+|-+|-+|-+/,aa,52
oar96-w0090,pers00265,iamb,pentameter|hexameter,sestet,pair,10.10.10.10.10.12,address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,aabbcc,6
bjl92-w0390,pers00338,anapaest,tetrameter|trimeter,quatrain,intermittent,10.8.10.8,occasional,-+|--+|-+|--+/ -+|--+|--+/ -+|--+|-+|--+/ -+|--+|--+/,xaxa,20
glb19-w0570,pers00352,iamb,pentameter,quatrain,cross,10.10.10.10,elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,96
pmp18-w0225,pers00314,iamb,tetrameter|pentameter|hexameter,couplet,pair,,ode|pindaric|address,irregular,aa,83
o5153-w0500,pers00038,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,110
pma99-w0490,pers00306,anapaest,tetrameter,octet,cross,12.9.12.9.12.9.12.9,song,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,ababcdcd,32
n22cs-w0020,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
psw11-w0100,pers00148,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,64
bed98-w0220,pers00340,iamb,tetrameter|trimeter,ten-line,,8.6.8.6.8.8.6.8.8.6,sonnet,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababccdeed,20
o4784-w0830,pers00268,iamb,pentameter|hexameter,couplet,pair,10,heroiccouplet|fable,-+|-+|-+|-+|-+/,aa,19
yfs88-w0010,pers00317,iamb,pentameter,couplet,pair,10,heroiccouplet|narrative,-+|-+|-+|-+|-+/,aa,248
o5156-w0720,pers00083,iamb,tetrameter,couplet,pair,8,epistle,-+|-+|-+|-+/,aa,80
o3309-w0010,pers00339,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,40
o5153-w0190,pers00030,iamb,tetrameter|trimeter,sestet,,8.6.8.8.8.6,lyric,-+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/,abaccb,12
o5154-w0320,pers00112,iamb,pentameter,couplet,pair,10,heroiccouplet|satire,-+|-+|-+|-+|-+/,aa,98
ayo19-w0070,pers00267,iamb,pentameter,,,10,blankverse|meditation|graveyard,-+|-+|-+|-+|-+/,,1480
o5280-w0330,pers00277,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,159
o4986-w0850,pers00098,iamb,pentameter,couplet,pair,10,heroiccouplet|epilogue,-+|-+|-+|-+|-+/,aa,47
o5156-w1050,pers00133,anapaest,tetrameter,octet,pair,12.12.12.12.12.12.12.12,epigram,--+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/,aabbccdd,8
o4741-w0010,pers00091,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,52
o4986-w0430,pers00240,anapaest,tetrameter,sestet,pair,12.12.12.12.12.12,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabbcc,30
o5089-w0540,pers00029,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
tgaen-wtra6,pers00039,iamb,pentameter,couplet,pair,10,heroiccouplet|translation,-+|-+|-+|-+|-+/,aa,86
pdi12-w0070,pers00266,iamb,pentameter,couplet,pair,10,heroiccouplet|dialogue|pastoral|eclogue,-+|-+|-+|-+|-+/,aa,72
o5125-w0340,pers00154,iamb,tetrameter,couplet,pair,8,riddle,-+|-+|-+|-+/,aa,125
o4784-w0450,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,51
o4029-w0010,pers00284,iamb,pentameter,,,10,blankverse|narrative,-+|-+|-+|-+|-+/,,1451
prc90-w0350,pers00328,anapaest,tetrameter,quatrain,pair,12.12.12.12,song,--+|--+|--+|--+ --+|--+|--+|--+ --+|--+|--+|--+ --+|--+|--+|--+,aabb,8
oau90-w0380,pers00350,iamb,,octet,cross,8.7.8.7.8.7.8.7,song,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/,ababcdcd,24
pcc86-w0200,pers00323,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,8
o4984-w0030,pers00218,iamb,tetrameter,couplet,pair,8,prospect,-+|-+|-+|-+/,aa,331
glb19-w0910,pers00352,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,57
o3913-w0010,pers00304,iamb,pentameter,quatrain,cross,10.10.10.10,elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,48
o4091-w0010,pers00305,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,26
pjo50-w0210,pers00273,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,33
pba35-w0880,pers00087,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,70
pcm93-w0010,pers00313,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|narrative,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,188
bhw18-w0500,pers00276,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,24
ojg27-w0230,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,58
o5155-w0420,pers00137,trochee,tetrameter,quatrain,cross,8.7.8.7,dedication,+-|+-|+-|+-/         +-|+-|+-|+/         +-|+-|+-|+-/         +-|+-|+-|+/,abab,8
o4198-w0160,pers00288,iamb,tetrameter,octet,,8.8.8.8.8.8.8.8,translation|imitation|paraphrase,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbbacc,108
pse03-w0190,pers00272,iamb,trimeter,octet,cross,6.6.6.6.6.6,song|lyric,-+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/,ababcdcd,24
pmp18-w0480,pers00314,iamb,tetrameter,couplet,pair,8,answer,-+|-+|-+|-+/,aa,170
bhw18-w0190,pers00276,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
o5152-w0200,pers00101,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase|song|advice|satire,-+|-+|-+|-+/      -+|-+|-+/     -+|-+|-+|-+/      -+|-+|-+/,abab,48
peh89-w0180,pers00324,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,40
pse03-w0500,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,47
clc03-w0220,pers00349,iamb,pentameter|tetrameter,,,,address,irregular,irregular,98
pmp18-w0010,pers00314,iamb,trimeter|tetrameter|pentameter,,,,ode,irregular,irregular,112
o4672-w0120,pers00292,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,48
pro75-w0210,pers00271,iamb,tetrameter|trimeter,octet,cross,8.6.8.6.8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababcdcd,32
o3794-w0280,pers00269,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,36
o5157-w0020,pers00047,iamb,dimeter|trimeter|tetrameter|pentameter|hexameter,,,,ode,,,240
o4986-w0250,pers00039,trochee,tetrameter,quatrain,cross,8.8.8.8,ode|ossian|prophecy,+-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/,abab,64
bse96-w0120,pers00282,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbaabbacdcdcd,14
o4602-w0020,pers00150;pers00151,iamb,tetrameter,sestet,,8,dedication|address,-+|-+|-+|-+/,ababcc,66
pye85-w0050,pers00256,iamb,pentameter,quatrain,cross,10.10.10.10,address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,76
oau90-w0170,pers00350,iamb,,octet,pair,8.8.8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbccdd,16
o5125-w0520,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,36
o4784-w0230,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,58
o4984-w0650,pers00321,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,dreamvision,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,72
bed98-w0820,pers00340,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,28
o4739-w0010,pers00284,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,12
pjo50-w0470,pers00273,trochee,tetrameter,couplet,pair,7,occasional,+-|+-|+-|+/,aa,22
ojg27-w0450,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,36
bhw18-w0360,pers00276,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,68
bjb18-w0820,pers00287,iamb,tetrameter,quatrain,cross,8.7.8.7,hymn,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/,abab,12
o5155-w0240,pers00038,anapaest,tetrameter|trimeter,octet,cross,12.9.12.9.12.9.12.9,song,--+|--+|--+|--+/          --+|--+|--+/         --+|--+|--+|--+/          --+|--+|--+/         --+|--+|--+|--+/          --+|--+|--+/         --+|--+|--+|--+/          --+|--+|--+/,ababcdcd,32
peh89-w0370,pers00324,anapaest,tetrameter,quatrain,pair,12.12.12.12,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabb,20
o4039-w0220,pers00289,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,92
pmp18-w1100,pers00314,iamb,tetrameter,couplet,pair,8,satire,-+|-+|-+|-+/,aa,1682
o3794-w0070,pers00269,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,908
o4987-w0930,pers00254,iamb,pentameter,,,10,blankverse|essay,-+|-+|-+|-+|-+/,,145
n11pw-w0010,pers00358,iamb,pentameter,couplet,pair,10,elegy,-+|-+|-+|-+|-+/,aa,52
pyl90-w0070,pers00322,anapaest,tetrameter,quatrain,pair,12.12.12.12,answer,(-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/ (-)-+|--+|--+|--+/,aabb,4
pse03-w0360,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,36
par19-w0140,pers00351,iamb,tetrameter,,,8,address,-+|-+|-+|-+/,,43
pmp18-w0670,pers00314,iamb,tetrameter,quatrain,cross,8.8.8.8,epigram,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,4
o5157-w0640,pers00078,iamb,tetrameter,couplet,pair,8,topical,-+|-+|-+|-+/,aa,28
cbu86-w0240,pers00307,iamb,tetrameter|dimeter,sestet,tail,8.8.8.4.8.4,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+/ -+|-+|-+|-+/ -+|-+/,aaabab,60
bsb18-w0770,pers00280,anapaest,tetrameter,sestet,pair,12.12.12.12.12.12,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabbcc,18
bah18-w0340,pers00281,iamb,tetrameter|trimeter,sestet|sestarima,,8.6.8.6.8.8,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,12
pba35-w0610,pers00087,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,22
o4985-w0150,pers00232,iamb,pentameter,couplet,pair,10,heroiccouplet|monody|elegy,-+|-+|-+|-+|-+/,aa,230
glb19-w0780,pers00352,iamb,pentameter|tetrameter,,,,monody,irregular,irregular,184
pmt18-w0340,pers00320,iamb,tetrameter,couplet,,8,occasional,-+|-+|-+|-+/,aa,62
tgaen-wocmu,pers00039,,trimeter|tetrameter,,,,,irregular,irregular,94
bao18-w0170,pers00279,iamb,pentameter,quatrain,cross,10.10.10.10,elegy|address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,48
bjl92-w0160,pers00338,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,48
oar96-w0260,pers00265,iamb,pentameter,couplet,pair,10,heroiccouplet|paraphrase,-+|-+|-+|-+|-+/,aa,34
bmb97-w0130,pers00315,iamb,pentameter,,,10,blankverse|ode,-+|-+|-+|-+|-+/,,30
o4987-w0550,pers00202,iamb,tetrameter,quatrain,pair,8.8.8.8,elegy,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,58
pba35-w1160,pers00264,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle,-+|-+|-+|-+|-+/,aa,60
o3555-w0160,pers00149,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,42
